,case_id,activity,participant,cpoint,length
117,458,"[182, 82, 82, 182, 82, 82, 50, 82, 82, 82, 82, 82, 82, 82, 182, 182, 82, 82, 50, 4, 0, 3, 76, 80, 79, 76, 76, 182, 82, 82, 182, 82, 82, 82, 75, 75, 75, 571, 513, 513, 513, 571, 571, 571, 571, 571, 511, 510, 659, 659, 598, 598, 510, 571, 571, 538, 511, 511, 598, 598, 598, 571, 563, 567, 510, 571, 598, 524, 571, 511, 563, 567, 571, 567, 571, 539, 571, 598, 598, 598, 598, 598, 659, 659, 512, 571, 515, 511, 571, 591, 593, 591, 590, 360, 360, 362, 366, 412, 359, 412, 412, 412, 412, 412, 399, 412, 359, 412, 363, 363, 383, 365, 365, 365, 365, 365, 359, 418, 458, 498, 440, 440, 440, 432, 498, 440, 433, 399, 412, 412, 412, 412, 412, 412, 412, 571, 571, 571, 546, 571, 571, 571, 546, 590, 513, 412, 412, 412, 412, 365, 412, 412, 412, 412, 458, 457, 498, 498, 498, 440, 433, 434, 433, 412, 412, 401, 412, 412, 507, 571, 547, 547, 568, 571, 571, 589, 412, 412, 412, 412, 412, 498, 498, 437, 438, 498, 440, 440, 498, 459, 498, 440, 498, 498, 359, 412, 440, 498]",SP18-no,98,198
118,466,"[89, 113, 56, 181, 82, 82, 82, 82, 181, 82, 82, 82, 82, 82, 82, 82, 82, 82, 50, 50, 50, 50, 3, 50, 50, 50, 4, 181, 82, 82, 181, 181, 82, 82, 82, 82, 50, 2, 6, 50, 113, 181, 82, 82, 82, 82, 82, 82, 82, 82, 50, 50, 50, 50, 6, 6, 6, 6, 6, 5, 5, 181, 181, 181, 181, 181, 50, 1, 5, 50, 6, 50, 2, 5, 50, 5, 49, 5, 48, 5, 48, 6, 49, 50, 73, 50, 1, 5, 6, 1, 50, 114, 181, 5, 1, 2, 2, 181, 181, 82, 82, 82, 82, 82, 82, 50, 6, 1, 3, 50, 0, 4, 2, 2, 50, 6, 5, 48, 5, 50, 15, 16, 5, 5, 181, 82, 82, 6, 1, 5, 1, 6, 5, 6, 5, 5, 6, 6, 6, 5, 5, 50, 5, 5, 5, 5, 2, 5, 181, 82, 82, 82, 82, 82, 50, 77, 75, 166, 166, 72, 73, 75, 5, 1, 6, 3, 0, 50, 76, 75, 74, 72, 81, 81, 50, 6, 56, 181, 181, 82, 82, 50, 166, 75, 76, 50, 50, 76, 75, 75, 75, 76, 77, 78, 75, 75, 1, 50, 39, 181, 82, 82, 82, 82, 82, 73, 73, 74, 258, 203, 203, 200, 258, 201, 199, 201, 258, 237, 198, 202, 281, 280, 280, 412, 360, 366, 362, 411, 361, 406, 359, 365, 363, 365, 364, 364, 359, 361, 360, 362, 435, 434, 487, 440, 432, 434, 434, 435, 571, 511, 511, 513, 507, 512, 512, 509, 509, 510, 595, 595, 594, 595, 594, 594, 595, 594, 596, 596, 680, 669, 669, 673, 671, 722, 672, 711, 670, 670, 720, 746, 745, 744, 744, 744, 879, 878, 854, 802, 802, 803, 803, 803, 854, 815, 815, 810, 854, 814, 803, 854, 815, 815, 854, 803, 803, 803, 803, 849, 803, 854, 854, 803, 803, 829, 801, 854, 854, 803, 882, 933, 933, 932, 854, 815, 882, 928, 876, 873, 50, 50, 50, 50, 2, 50, 2, 15, 5, 1, 23, 12, 24, 1, 6, 1, 24, 12, 1, 6, 1, 1, 6, 5, 56, 181, 181, 6, 23, 23, 1, 1, 6, 50, 82, 181, 113, 181, 181, 50, 6, 50, 23, 23, 38, 23, 1, 50, 56, 82, 82, 82, 114, 114, 113, 89, 1, 23, 24, 89, 82, 89, 89]",SP19-no,289,391
119,467,"[93, 59, 183, 59, 183, 183, 82, 82, 82, 183, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 47, 6, 183, 82, 82, 183, 183, 183, 82, 82, 74, 76, 78, 77, 77, 50, 748, 722, 674, 674, 707, 669, 669, 673, 671, 672, 672, 670, 670, 742, 743, 741, 745, 741, 743, 741, 741, 744, 745, 741, 742, 433, 360, 397, 359, 365, 379, 375, 359, 412, 361, 360, 362, 366, 436, 435, 508, 513, 512, 509, 507, 507, 510, 510, 511, 546, 513, 508, 511, 594, 595, 598, 598, 598, 647, 598, 598, 660, 598, 623, 623, 598, 651, 592, 590, 596, 591, 591, 592, 571, 598, 590, 590, 258, 210, 198, 202, 203, 226, 227, 203, 203, 203, 258, 264, 351, 287, 287, 287, 258, 199, 201, 200, 203, 198, 202, 203, 203, 203, 308, 351, 205, 215, 255, 287, 287, 203, 253, 203, 254, 203, 253, 258, 253, 254, 258, 211, 351, 287, 287, 287, 287, 280, 258, 198, 277, 73, 48, 44, 5, 50, 1, 4, 4, 3, 0, 50, 50, 0, 0, 50, 6, 1, 2, 74, 75, 82, 170, 168, 783, 722, 670, 670, 670, 670, 688, 688, 670, 688, 670, 722, 720, 722, 670, 729, 748, 748, 762, 729, 729, 722, 675, 722, 722, 684, 748, 748, 785, 783, 722, 748, 779, 748, 722, 722, 748, 748, 722, 687, 688, 670, 670, 670, 670, 670, 748, 748, 748, 670, 670, 670, 670, 670, 670, 670, 670, 722, 729, 796, 748, 796, 748, 729, 722, 748, 729, 762, 722, 722, 673, 721, 796, 761, 784, 777, 782, 782, 783, 796, 748, 796, 796, 721, 673, 761, 780, 748, 748, 748, 748, 796, 748, 796, 796, 796, 729, 796, 796, 762, 796, 729, 716, 749, 749, 749, 749, 772, 762]",SP19-no,122,303
120,471,"[88, 111, 179, 55, 50, 82, 82, 82, 50, 50, 82, 82, 179, 179, 82, 179, 179, 179, 82, 82, 82, 82, 82, 5, 5, 30, 82, 179, 82, 82, 111, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 50, 4, 4, 3, 0, 1, 75, 74, 75, 75, 76, 75, 75, 76, 75, 360, 359, 359, 365, 363, 362, 362, 366, 412, 359, 433, 487, 287, 250, 200, 201, 199, 248, 198, 202, 203, 280, 279, 284, 282, 281, 287, 338, 338, 333, 337, 283, 287, 338, 333, 287, 287, 287, 287, 338, 287, 338, 210, 348, 287, 287, 287, 287, 287, 287, 287, 287, 287, 255, 203, 200, 203, 198, 202, 201, 202, 225, 225, 348, 287, 287, 287, 348, 287, 287, 287, 287, 287, 287, 287, 201, 201, 199, 200, 203, 214, 258, 198, 338, 287, 278, 336, 50, 50, 5, 5, 5, 50, 49, 0, 49, 5, 50, 3, 0, 0, 0, 0, 0, 0, 3, 111, 55, 82, 82, 82, 167, 167, 50, 82, 82, 82, 167, 82, 179, 55, 82, 82, 82, 74, 73, 166, 82, 72, 167, 50, 179, 33, 50, 6, 82, 82, 82, 179, 82, 82, 82, 179, 179, 179, 82, 5, 50, 5, 2, 167, 167, 167, 224, 202, 202, 225, 202, 202, 202, 202, 225, 224, 258, 287, 279, 225, 287, 336, 17, 21, 50, 22, 21, 13, 50, 50, 50, 27, 21, 50, 55, 82, 110, 179, 82, 82, 50, 2, 82, 82, 82, 179, 179, 82, 179, 82, 82, 82, 82, 82, 48, 50, 2, 2, 179, 50, 1, 48, 5, 2, 82, 82, 82, 50, 4, 0, 3, 48, 2, 82, 167, 258, 202, 203, 258, 201, 199, 287, 287, 5, 3, 5, 5, 5, 55, 82, 82, 82, 82, 82, 82, 5, 5, 5, 5, 5, 5, 179, 179, 82, 82, 82, 82, 82, 82, 82, 82, 5, 5, 2, 179, 179, 179, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 55, 179, 55, 112, 55, 179, 110, 88, 55, 50, 82, 179, 88, 88, 179, 179, 82, 82, 82, 179, 179, 82, 82, 179]",SP19-no,79,361
121,472,"[91, 57, 182, 182, 182, 73, 182, 82, 82, 82, 182, 50, 50, 50, 82, 82, 82, 182, 82, 82, 82, 82, 82, 82, 50, 4, 4, 3, 50, 3, 3, 3, 3, 0, 0, 6, 6, 76, 76, 75, 75, 57, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 75, 76, 76, 76, 76, 76, 76, 75, 76, 75, 433, 360, 362, 359, 359, 359, 412, 407, 359, 364, 440, 440, 440, 363, 363, 364, 364, 365, 498, 440, 440, 440, 498, 498, 440, 365, 363, 364, 363, 364, 361, 361, 360, 360, 362, 362, 366, 361, 359, 408, 407, 433, 433, 487, 440, 434, 434, 435, 434, 498, 440, 440, 440, 440, 498, 433, 434, 434, 436, 412, 571, 571, 571, 511, 511, 564, 567, 511, 510, 510, 510, 511, 567, 621, 571, 568, 567, 546, 547, 547, 518, 511, 539, 539, 511, 511, 577, 659, 620, 620, 571, 546, 568, 567, 571, 650, 571, 649, 598, 538, 538, 571, 568, 487, 488, 412, 364, 359, 359, 400, 359, 359, 400, 458, 498, 457, 440, 440, 498, 440, 440, 440, 359, 359, 364, 364, 364, 412, 359, 359, 440, 498, 498, 359, 364, 440, 498, 364, 364, 364, 364, 364, 373, 374, 364, 418, 440, 440, 440, 440, 440, 440, 440, 412, 364, 498, 440, 440, 365, 363, 365, 498, 498, 418, 457, 418, 457, 457, 359, 412, 359, 401, 359, 399, 458, 457, 359, 365, 359, 407, 359, 418, 442, 418]",SP19-no,127,248
122,481,"[59, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 50, 5, 50, 3, 4, 0, 1, 76, 78, 79, 80, 1080, 1081, 1060, 1060, 742, 674, 669, 669, 671, 673, 673, 670, 670, 742, 592, 571, 510, 571, 511, 508, 513, 507, 507, 512, 412, 359, 387, 365, 363, 364, 363, 360, 360, 361, 362, 362, 366, 440, 434, 264, 329, 258, 201, 201, 199, 200, 200, 203, 203, 203, 203, 203, 203, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 203, 203, 287, 287, 287, 200, 200, 198, 198, 203, 287, 287, 287, 287, 287, 287, 203, 203, 203, 254, 258, 253, 203, 256, 199, 287, 287, 287, 287, 287, 287, 287, 286, 285, 283, 284, 284, 282, 670, 670, 688, 722, 722, 670, 722, 722, 693, 688, 670, 722, 748, 748, 748, 729, 742, 722, 674, 674, 674, 674, 669, 701, 672, 722, 682, 722, 688, 688, 722, 682, 672, 696, 674, 670, 670, 670, 749, 722, 670, 748, 729, 748, 743, 722, 670, 688, 571, 528, 512, 530, 531, 527, 571, 523, 533, 534, 525, 571, 571, 412, 361, 361, 366, 378, 412, 412, 412, 384, 384, 373, 408, 226, 258, 215, 227, 227, 203, 203, 203, 227, 211, 264, 287, 351, 351, 258, 329, 329, 337]",SP2-no,97,243
123,485,"[82, 179, 82, 82, 82, 82, 82, 82, 82, 82, 82, 6, 39, 8, 4, 571, 511, 508, 508, 509, 510, 513, 507, 507, 593, 412, 359, 359, 412, 365, 365, 363, 363, 436, 214, 203, 200, 258, 198, 202, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 202, 198, 203, 200, 200, 201, 199, 199, 201, 199, 199, 199, 204, 279, 281, 202, 202, 225, 258, 225, 50, 5, 16, 2, 78, 44, 2, 16, 2, 2, 16, 258, 258, 225, 211, 211, 50, 50, 5, 18, 26, 28, 27, 19, 13, 14, 22, 82, 82, 82, 82, 82, 82, 82, 82, 82, 179, 48, 111, 179, 82, 82, 179, 82, 88, 179, 76, 77, 77]",SP2-no,73,121
124,486,"[151, 91, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 47, 3, 3, 4, 3, 6, 1, 5, 6, 2, 2, 81, 76, 79, 74, 76, 591, 592, 513, 507, 507, 571, 507, 507, 512, 513, 512, 512, 512, 593, 379, 365, 201, 201, 199, 200, 285, 1067, 1064, 1080, 722, 671, 669, 673, 672, 674, 674, 670, 670, 747, 805, 805, 805, 806, 801, 807, 804, 802, 802, 879, 925, 882, 48, 5, 5, 1, 3, 3, 3, 50, 4, 0, 0, 6, 6, 2, 2, 82, 168, 167, 82, 57, 57, 337, 337, 227, 203, 198, 198, 202, 200, 200, 200, 199, 201, 338, 287, 287, 287, 287, 338, 287, 287, 263, 418, 412, 364, 359, 364, 364, 361, 361, 360, 362, 412, 359, 365, 440, 488, 440, 412, 361, 508, 508, 511, 510, 509, 512, 513, 507, 507, 598, 598, 598, 681, 722, 671, 722, 673, 674, 674, 673, 681, 722, 694, 674, 674, 670, 674, 669, 702, 671, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 671, 722, 669, 748, 748, 748, 748, 748, 760, 748, 748, 728, 728, 748, 728, 728, 728, 728, 697, 669, 412, 364, 364, 364, 364, 359, 365, 365, 363, 365, 363, 359, 359, 359, 359, 400, 498, 440, 440, 440, 440, 440, 440, 440, 440, 440, 359, 400, 408, 364, 391, 399, 408, 412, 364, 364, 418, 440, 440, 440, 498, 498, 498, 477, 364, 400, 440, 442, 442, 440, 440]",SP2-no,136,246
125,494,"[82, 181, 82, 181, 181, 181, 181, 181, 181, 181, 181, 181, 181, 181, 181, 82, 82, 82, 82, 82, 50, 3, 18, 50, 26, 50, 2, 6, 6, 6, 5, 1, 50, 6, 6, 4, 4, 3, 50, 6, 46, 2, 35, 6, 1, 1, 12, 12, 24, 1, 1, 0, 0, 0, 4, 50, 3, 2, 2, 4, 4, 3, 56, 181, 181, 78, 79, 81, 79, 79, 78, 76, 77, 79, 80, 50, 2, 50, 3, 3, 4, 0, 0, 11, 9, 1, 6, 6, 6, 77, 78, 81, 80, 79, 80, 80, 80, 79, 80, 854, 854, 802, 803, 803, 814, 814, 854, 803, 854, 814, 812, 803, 853, 806, 854, 817, 854, 816, 828, 803, 826, 854, 820, 854, 846, 852, 854, 854, 818, 854, 872, 1115, 1110, 1110, 1125, 1109, 1110, 1110, 1110, 1125, 1125, 1125, 882, 854, 803, 814, 802, 812, 828, 804, 804, 807, 820, 820, 820, 821, 823, 822, 851, 801, 801, 802, 854, 854, 854, 802, 805, 805, 818, 806, 840, 801, 854, 854, 846, 854, 807, 804, 804, 804, 804, 820, 820, 804, 854, 803, 882, 873, 874, 882, 859, 897, 898, 898, 859, 898, 898, 859, 898, 898, 873, 873, 48, 2, 15, 6, 50, 6, 6, 2, 50, 5, 6, 6, 5, 5, 1, 23, 50, 1, 3, 3, 50, 50, 50, 50, 24, 23, 1, 17, 50, 50, 50, 3, 6, 23, 50, 0, 0, 0, 21, 50, 19, 17, 50, 50, 27, 2, 50, 50, 72, 72, 72, 72, 72, 80, 77, 50, 82, 882, 854, 828, 803, 814, 854, 803, 828, 854, 854, 854, 812, 802, 806, 806, 807, 807, 804, 807, 807, 807, 807, 804, 806, 806, 801, 801, 840, 801, 801, 805, 805, 875, 882, 898, 56, 114, 181, 181, 56, 181, 181, 82, 181, 23, 1, 1, 1, 6, 5, 31, 24, 50, 50, 1, 6, 6, 2, 2, 2, 2, 2, 50, 50, 19, 6, 56, 82, 82, 6, 6, 23, 11, 50, 1, 1, 1, 0, 0, 0, 21, 17, 17, 25, 56, 89, 150, 56, 89, 72, 82, 82, 82, 827, 803, 814, 803, 854, 812, 802, 802, 805, 805, 805, 854, 854, 803, 803, 814, 814, 818, 801, 806, 807, 898, 859, 859, 859, 882, 882, 882, 872, 873, 874, 73, 50, 81, 50, 82, 82, 56, 82, 89, 150, 89]",SP20-no,102,394
126,495,"[93, 59, 183, 183, 183, 183, 183, 183, 183, 82, 183, 82, 82, 183, 183, 183, 183, 183, 82, 50, 3, 183, 183, 76, 77, 78, 77, 76, 75, 76, 74, 740, 674, 670, 669, 669, 670, 670, 688, 796, 748, 748, 748, 796, 748, 796, 670, 670, 670, 670, 688, 722, 672, 671, 671, 669, 673, 742, 744, 743, 748, 762, 796, 729, 796, 796, 742, 743, 742, 745, 745, 745, 744, 743, 743, 688, 785, 785, 748, 743, 743, 743, 742, 741, 741, 740, 50, 2, 4, 0, 0, 3, 1, 1, 6, 6, 6, 6, 6, 6, 6, 59, 183, 183, 183, 5, 5, 1, 50, 4, 0, 3, 77, 77, 76, 434, 360, 365, 365, 363, 364, 359, 362, 362, 366, 366, 431, 435, 433, 433, 2, 2, 50, 3, 4, 0, 1, 6, 5, 6, 6, 6, 6, 5, 82, 59, 183, 78, 79, 79, 854, 805, 802, 802, 803, 807, 801, 807, 804, 805, 879, 877, 878, 877, 720, 673, 669, 671, 672, 786, 722, 674, 670, 743, 743, 743, 742, 743, 742, 360, 360, 360, 362, 362, 366, 364, 364, 363, 365, 435, 434, 434, 435, 433, 412, 440, 440, 748, 720, 669, 671, 673, 673, 670, 672, 741, 742, 739, 72, 50, 2, 5, 50, 1, 50, 4, 0, 82, 82, 82, 75, 76, 76, 287, 287, 337, 258, 203, 203, 198, 202, 258, 199, 201, 200, 203, 351, 351, 351, 351, 264, 351, 351, 203, 258, 254, 255, 264, 351, 351, 351, 351, 351, 307, 264, 351, 258, 258, 203, 258, 226, 203, 264, 308, 203, 203, 203, 203, 258, 226, 291, 351, 264, 264, 258, 201, 201, 200, 264, 287, 287, 287, 351, 287, 351, 287, 351, 287, 287, 287, 287, 287, 287, 264, 351, 351, 258, 203, 203, 256, 201, 308, 287, 287, 287, 287, 287, 287, 287, 351, 287, 258, 203, 203, 254, 214, 214, 227, 254, 264, 287, 351, 351, 351, 341, 282, 287, 287, 340, 340, 287, 674, 670, 670, 687, 687, 722, 682, 670, 670, 688, 738, 738, 747, 747, 687, 670, 674, 672, 738, 1081, 1061, 1061, 1056, 1061, 1059, 1054, 1067, 1057, 1079, 1081, 1081, 1080, 1080, 1079, 1072, 1072, 1079, 1080, 1077, 1078, 1079, 1081, 953, 983, 951, 983, 954, 970, 962, 983, 983, 994, 994, 1000, 1110, 1110, 1105, 1110, 1120, 1121, 1125, 1114, 1142, 933, 848, 802, 930, 882, 930, 287, 248, 203, 287, 287, 343, 287, 338, 340, 287, 258, 199, 200, 287, 281, 282, 287, 287, 287, 341, 440, 748, 674, 670, 722, 683, 722, 688, 688, 684, 697, 722, 722, 692, 722, 697, 722, 722, 722, 672, 672, 672, 685, 686, 722, 673, 673, 682, 722, 694, 670, 670, 688, 747, 747, 747, 748, 748, 782, 748, 787, 789, 748, 748, 748, 748, 748, 738, 738, 747, 747, 748, 788, 788, 788, 1099, 1060, 1056, 1067, 1067, 1067, 1056, 1061, 1056, 1067, 1061, 1067, 1067, 1067, 1067, 1056, 1096, 1098, 1096, 1097, 1069, 1086, 1069, 1085, 1091, 1083, 1083]",SP20-no,227,502
127,499,"[176, 88, 50, 111, 82, 179, 82, 179, 50, 17, 82, 179, 179, 179, 179, 55, 179, 179, 55, 179, 179, 179, 179, 179, 179, 179, 179, 179, 179, 179, 179, 179, 179, 82, 82, 82, 179, 82, 179, 82, 82, 82, 82, 179, 179, 179, 179, 179, 179, 179, 82, 82, 179, 179, 149, 166, 82, 74, 75, 76, 77, 77, 77, 76, 75, 75, 77, 82, 416, 416, 412, 412, 437, 436, 436, 440, 496, 496, 496, 416, 657, 571, 571, 509, 512, 507, 513, 513, 567, 547, 511, 508, 597, 596, 594, 594, 594, 595, 594, 592, 593, 598, 649, 598, 412, 412, 363, 364, 359, 365, 361, 360, 362, 366, 433, 434, 433, 434, 433, 440, 287, 198, 198, 198, 203, 202, 202, 258, 299, 348, 348, 348, 348, 348, 348, 348, 287, 348, 348, 287, 198, 203, 200, 199, 258, 284, 284, 284, 283, 283, 282, 339, 339, 338, 287, 277, 258, 202, 203, 200, 258, 199, 199, 287, 287, 287, 287, 287, 287, 440, 362, 360, 366, 411, 359, 364, 363, 487, 488, 440, 571, 510, 510, 512, 571, 513, 507, 507, 509, 546, 547, 547, 571, 539, 598, 591, 50, 50, 5, 5, 2, 5, 5, 2, 35, 50, 5, 5, 2, 35, 3, 48, 15, 50, 15, 169, 55, 179, 179, 82, 179, 6, 6, 5, 16, 18, 50, 26, 5, 81, 80, 80, 5, 5, 2, 50, 2, 2, 6, 6, 1, 3, 3, 4, 4, 0, 0, 50, 21, 50, 5, 5, 5, 5, 50, 49, 3, 3, 18, 50, 50, 50, 3, 3, 3, 4, 4, 4, 42, 0, 0, 0, 82, 55, 110, 111, 111, 78, 77, 50, 82, 82, 82, 258, 198, 202, 287, 258, 258, 277, 278, 287, 336, 277, 277, 202, 2, 14, 22, 50, 21, 50, 21, 13, 0, 50, 21, 0, 0, 50, 162, 111, 111, 111, 110, 112, 110, 2, 179, 55, 179, 82, 82, 82, 80, 80, 81, 80, 959, 969, 983, 951, 969, 983, 1013, 1045, 983, 983, 959, 959, 983, 1012, 1004, 1037, 1004, 984, 984, 219, 258, 258, 217, 217, 199, 198, 198, 337, 287, 238, 202, 225, 278, 278, 277, 33, 50, 22, 21, 0, 6, 2, 2, 6, 5, 3, 9, 6, 4, 4, 4, 0, 3, 50, 2, 5, 6, 2, 5, 5, 169, 55, 110, 55, 179, 82, 82, 55, 55, 111, 110, 110, 88, 88, 5, 5]",SP20-no,198,404
128,500,"[182, 82, 182, 82, 82, 182, 82, 82, 182, 182, 182, 182, 182, 182, 182, 50, 5, 2, 182, 182, 182, 82, 82, 82, 82, 82, 182, 82, 82, 82, 82, 82, 82, 82, 82, 4, 3, 3, 1, 6, 117, 182, 57, 117, 78, 77, 77, 76, 78, 78, 77, 117, 182, 182, 82, 82, 82, 82, 434, 412, 360, 360, 366, 364, 359, 364, 364, 364, 364, 364, 359, 359, 407, 408, 418, 418, 498, 418, 418, 498, 498, 364, 364, 363, 365, 361, 361, 360, 362, 366, 498, 498, 440, 498, 364, 364, 364, 359, 359, 407, 365, 363, 363, 365, 365, 436, 436, 435, 436, 435, 435, 571, 511, 511, 555, 567, 511, 539, 538, 539, 538, 649, 649, 571, 539, 412, 359, 364, 363, 379, 376, 412, 359, 359, 359, 365, 363, 363, 384, 412, 382, 412, 382, 363, 363, 364, 363, 412, 382, 363, 363, 364, 406, 365, 412, 380, 412, 382, 438, 438, 439, 438, 967, 983, 983, 970, 970, 967, 967, 983, 983, 983, 983, 983, 983, 983, 983, 983, 972, 954, 961, 957, 961, 983, 967, 969, 1003, 1002, 983, 1004, 983, 970, 970, 983, 965, 961, 961, 983, 963, 961, 954, 970, 951, 983, 983, 983, 983, 983, 983, 994, 994, 1003, 1002, 1003, 1001, 1000, 999, 1001, 999, 1000, 998, 998, 983, 1004, 1039, 1039, 1004, 1039, 1039, 1039, 513, 571, 528, 537, 571, 529, 537, 507, 507, 513, 517, 512, 591, 591, 598, 598, 649, 598, 487, 364, 364, 365, 376, 412, 376, 365, 365, 365, 365, 363, 363, 365, 365, 359, 412, 412, 359, 364, 364, 359, 376, 412, 376, 412, 375, 376, 412, 412, 438, 359, 380, 379, 365, 359, 359, 359, 412, 439, 439, 438, 440, 491, 491, 491, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 964, 972, 954, 970, 967, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 983, 1004, 1004, 1039, 571, 512, 598, 598, 598, 598, 526, 512, 513, 513, 513, 511, 511, 577, 598, 659, 659, 507, 507, 571, 511, 508, 511, 571, 511, 511, 539, 653, 598, 598, 983, 983, 983, 961, 983, 983, 983, 983, 954, 961, 983, 961, 1033, 995, 1004, 1004, 440, 440, 457, 418, 459, 498, 418, 498, 498, 440, 440, 442, 442, 412, 498, 442]",SP20-no,112,389
